Attrition,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Current Employee,Daily Rate,Distance From Home,Distance Status,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Job Satisfaction Status,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Performance Status,Relationship Satisfaction,Stock Option Level,Total Working Years,Experience Status,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Rarely,Sales,Marketing,STAFF-108,Male,Sales Executive,Single,Yes,1,25,18-25,0,240,33,Very-far,Bachelor's Degree,3,46,2,2,3,Unsatisfied,5744,26959,1,11,3,High,4,0,6,0-10,3,6,4,0,3
No,Travel_Rarely,R&D,Medical,STAFF-109,Male,Research Scientist,Married,No,2,25,18-25,1,1280,19,Very-far,High School,4,64,2,1,4,utterly unsatisfied,2889,26897,1,11,3,High,3,2,2,0-10,3,2,2,2,1
No,Travel_Rarely,R&D,Medical,STAFF-110,Female,Laboratory Technician,Single,No,5,22,18-25,1,534,15,Far,Bachelor's Degree,2,59,3,1,4,utterly unsatisfied,2871,23785,1,15,3,High,3,0,1,0-10,3,0,0,0,0
No,Travel_Frequently,R&D,Medical,STAFF-111,Female,Healthcare Representative,Single,No,1,51,46-55,1,1456,17,Very-far,Master's Degree,1,30,2,3,1,Very Satisfied,7484,25796,3,20,4,Low,3,0,23,21-30,2,13,12,12,8
Yes,Travel_Frequently,R&D,Life Sciences,STAFF-112,Male,Laboratory Technician,Single,Yes,3,34,26-35,0,658,19,Very-far,Bachelor's Degree,1,66,1,2,3,Unsatisfied,6074,22887,1,24,4,Low,4,0,9,0-10,3,9,7,0,6
No,Non-Travel,HR,Human Resources,STAFF-113,Female,Manager,Single,Yes,3,54,46-55,1,142,26,Very-far,Bachelor's Degree,4,30,4,4,4,utterly unsatisfied,17328,13871,2,12,3,High,3,0,23,21-30,3,5,3,4,4
No,Travel_Rarely,R&D,Life Sciences,STAFF-114,Male,Laboratory Technician,Married,No,2,24,18-25,1,1127,18,Very-far,High School,2,52,3,1,3,Unsatisfied,2774,13257,0,12,3,High,3,1,6,0-10,3,5,3,1,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-115,Female,Research Scientist,Divorced,No,3,34,26-35,1,1031,28,Very-far,Master's Degree,3,45,2,2,2,Satisfied,4505,15000,6,15,3,High,3,1,12,11.- 20,3,1,0,0,0
No,Travel_Rarely,Sales,Life Sciences,STAFF-116,Male,Sales Executive,Single,No,3,37,36-45,1,1189,33,Very-far,Bachelor's Degree,3,87,3,3,4,utterly unsatisfied,7428,14506,2,12,3,High,1,0,12,11.- 20,3,5,3,1,3
No,Travel_Rarely,R&D,Medical,STAFF-117,Female,Manager,Single,No,6,34,26-35,1,1354,33,Very-far,Bachelor's Degree,3,45,2,3,1,Very Satisfied,11631,5615,2,12,3,High,4,0,14,11.- 20,3,11,10,5,8
No,Travel_Frequently,Sales,Technical Degree,STAFF-118,Female,Sales Executive,Married,No,6,36,36-45,1,1467,21,Very-far,Associates Degree,2,92,3,3,4,utterly unsatisfied,9738,22952,0,14,3,High,3,1,10,0-10,3,9,7,2,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-119,Female,Laboratory Technician,Divorced,No,2,36,36-45,1,922,33,Very-far,Associates Degree,1,39,3,1,4,utterly unsatisfied,2835,2561,5,22,4,Low,1,1,7,0-10,3,1,0,0,0
No,Travel_Frequently,Sales,Life Sciences,STAFF-120,Male,Manager,Married,Yes,3,43,36-45,1,394,26,Very-far,Associates Degree,3,92,3,4,4,utterly unsatisfied,16959,19494,1,12,3,High,4,2,25,21-30,4,25,12,4,12
No,Travel_Frequently,R&D,Life Sciences,STAFF-121,Male,Research Scientist,Divorced,No,2,30,26-35,1,1312,23,Very-far,Bachelor's Degree,1,96,1,1,3,Unsatisfied,2613,22310,1,25,4,Low,3,3,10,0-10,2,10,7,0,9
No,Non-Travel,Sales,Marketing,STAFF-122,Male,Sales Executive,Married,No,2,33,26-35,1,750,22,Very-far,Associates Degree,3,95,3,2,2,Satisfied,6146,15480,0,13,3,High,1,1,8,0-10,4,7,7,0,7
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-123,Female,Research Scientist,Married,Yes,2,56,55 Plus,0,441,14,Far,Master's Degree,2,72,3,1,2,Satisfied,4963,4510,9,18,3,High,1,3,7,0-10,3,5,4,4,3
No,Travel_Rarely,R&D,Life Sciences,STAFF-124,Male,Research Director,Single,No,5,51,46-55,1,684,28,Very-far,Bachelor's Degree,1,51,3,5,3,Unsatisfied,19537,6462,7,13,3,High,3,0,23,21-30,3,20,18,15,15
Yes,Travel_Rarely,Sales,Life Sciences,STAFF-125,Male,Sales Executive,Married,Yes,3,31,26-35,0,249,28,Very-far,Master's Degree,2,76,1,2,3,Unsatisfied,6172,20739,4,18,3,High,2,0,12,11.- 20,2,7,7,7,7
No,Travel_Rarely,R&D,Other,STAFF-126,Female,Research Scientist,Married,No,3,26,26-35,1,841,28,Very-far,Bachelor's Degree,3,46,2,1,2,Satisfied,2368,23300,1,19,3,High,3,0,5,0-10,2,5,4,4,3
Yes,Travel_Rarely,R&D,Medical,STAFF-127,Female,Healthcare Representative,Married,No,3,58,55 Plus,0,147,23,Very-far,Master's Degree,4,94,3,3,4,utterly unsatisfied,10312,3465,1,12,3,High,4,1,40,30 Plus,2,40,10,15,6
Yes,Travel_Rarely,Sales,Marketing,STAFF-128,Male,Sales Representative,Single,Yes,2,19,18-25,0,528,22,Very-far,High School,4,50,3,1,3,Unsatisfied,1675,26820,1,19,3,High,4,0,0,0-10,2,0,0,0,0
No,Travel_Rarely,R&D,Technical Degree,STAFF-129,Male,Laboratory Technician,Married,No,2,22,18-25,1,594,24,Very-far,High School,3,100,3,1,4,utterly unsatisfied,2523,19299,0,14,3,High,3,1,3,0-10,3,2,1,2,1
No,Travel_Rarely,R&D,Medical,STAFF-130,Female,Manufacturing Director,Married,No,2,49,46-55,1,470,20,Very-far,Master's Degree,3,96,3,2,1,Very Satisfied,6567,5549,1,14,3,High,3,0,16,11.- 20,2,15,11,5,11
No,Travel_Frequently,R&D,Medical,STAFF-131,Female,Research Scientist,Single,No,2,43,36-45,1,957,28,Very-far,Bachelor's Degree,2,72,4,1,3,Unsatisfied,4739,16090,4,12,3,High,4,0,18,11.- 20,3,3,2,1,2
No,Travel_Frequently,Sales,Marketing,STAFF-132,Female,Sales Executive,Single,No,3,50,46-55,1,809,27,Very-far,Bachelor's Degree,3,77,3,3,4,utterly unsatisfied,9208,6645,4,11,3,High,4,0,16,11.- 20,3,2,2,2,1
Yes,Travel_Rarely,Sales,Life Sciences,STAFF-133,Female,Sales Executive,Married,Yes,2,31,26-35,0,542,20,Very-far,Bachelor's Degree,2,71,1,2,3,Unsatisfied,4559,24788,3,11,3,High,3,1,4,0-10,3,2,2,2,2
No,Travel_Rarely,Sales,Life Sciences,STAFF-134,Male,Sales Executive,Divorced,Yes,2,41,36-45,1,802,19,Very-far,High School,3,96,3,3,3,Unsatisfied,8189,21196,3,13,3,High,3,1,12,11.- 20,3,9,7,0,7
No,Travel_Rarely,HR,Life Sciences,STAFF-135,Female,Human Resources,Married,No,3,26,26-35,1,1355,25,Very-far,High School,3,61,3,1,3,Unsatisfied,2942,8916,1,23,4,Low,4,1,8,0-10,3,8,7,5,7
No,Travel_Rarely,R&D,Medical,STAFF-136,Male,Manufacturing Director,Divorced,No,0,36,36-45,1,216,28,Very-far,Associates Degree,2,84,3,2,2,Satisfied,4941,2819,6,20,4,Low,4,2,7,0-10,3,3,2,0,1
Yes,Travel_Frequently,R&D,Life Sciences,STAFF-137,Male,Manufacturing Director,Single,No,2,51,46-55,0,1150,8,Near-by,Master's Degree,1,53,1,3,4,utterly unsatisfied,10650,25150,2,15,3,High,4,0,18,11.- 20,3,4,2,0,3
No,Travel_Rarely,Sales,Life Sciences,STAFF-138,Female,Sales Executive,Married,No,1,39,36-45,1,1329,4,Near-by,Master's Degree,4,47,2,2,3,Unsatisfied,5902,14590,4,14,3,High,3,1,17,11.- 20,4,15,11,5,9
No,Travel_Rarely,Sales,Life Sciences,STAFF-139,Male,Sales Executive,Married,No,3,25,18-25,1,959,28,Very-far,Bachelor's Degree,1,41,2,2,3,Unsatisfied,8639,24835,2,18,3,High,4,0,6,0-10,3,2,2,2,2
No,Travel_Rarely,HR,Human Resources,STAFF-140,Male,Human Resources,Married,Yes,2,30,26-35,1,1240,19,Very-far,Bachelor's Degree,3,48,3,2,4,utterly unsatisfied,6347,13982,0,19,3,High,4,0,12,11.- 20,1,11,9,4,7
Yes,Travel_Rarely,R&D,Medical,STAFF-141,Female,Laboratory Technician,Single,No,2,32,26-35,0,1033,19,Very-far,Bachelor's Degree,1,41,3,1,1,Very Satisfied,4200,10224,7,22,4,Low,1,0,10,0-10,4,5,4,0,4
No,Travel_Rarely,R&D,Medical,STAFF-142,Male,Research Scientist,Single,No,2,45,36-45,1,1316,29,Very-far,Bachelor's Degree,3,83,3,1,4,utterly unsatisfied,3452,9752,5,13,3,High,2,0,9,0-10,2,6,5,0,3
No,Travel_Rarely,R&D,Technical Degree,STAFF-143,Female,Research Scientist,Single,Yes,2,38,36-45,1,364,33,Very-far,Doctoral Degree,4,32,3,2,3,Unsatisfied,4317,2302,3,20,4,Low,2,0,19,11.- 20,3,3,2,2,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-144,Female,Research Scientist,Single,No,4,30,26-35,1,438,18,Very-far,Bachelor's Degree,1,75,3,1,3,Unsatisfied,2632,23910,1,14,3,High,3,0,5,0-10,2,5,4,0,4
No,Travel_Frequently,Sales,Medical,STAFF-145,Male,Sales Executive,Divorced,No,2,32,26-35,1,689,19,Very-far,Associates Degree,4,35,1,2,4,utterly unsatisfied,4668,22812,0,17,3,High,4,3,9,0-10,4,8,7,0,7
No,Travel_Rarely,R&D,Technical Degree,STAFF-146,Female,Research Scientist,Divorced,No,3,30,26-35,1,201,33,Very-far,Bachelor's Degree,4,84,3,1,1,Very Satisfied,3204,10415,5,14,3,High,4,1,8,0-10,3,3,2,2,2
No,Travel_Rarely,R&D,Medical,STAFF-147,Male,Laboratory Technician,Single,No,3,30,26-35,1,1427,24,Very-far,High School,2,35,2,1,4,utterly unsatisfied,2720,11162,0,13,3,High,4,0,6,0-10,3,5,3,1,2
No,Travel_Frequently,R&D,Life Sciences,STAFF-148,Male,Manager,Divorced,No,2,41,36-45,1,857,10,Near-by,Bachelor's Degree,4,91,2,4,1,Very Satisfied,17181,12888,4,13,3,High,2,1,21,21-30,2,7,6,7,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-149,Male,Laboratory Technician,Married,No,2,41,36-45,1,933,19,Very-far,Master's Degree,3,94,3,1,1,Very Satisfied,2238,6961,2,21,4,Low,4,1,7,0-10,3,5,0,1,4
No,Travel_Rarely,R&D,Medical,STAFF-150,Female,Laboratory Technician,Single,No,3,19,18-25,1,1181,33,Very-far,High School,2,79,3,1,2,Satisfied,1483,16102,1,14,3,High,4,0,1,0-10,3,1,0,0,0
No,Travel_Frequently,R&D,Medical,STAFF-151,Female,Research Scientist,Divorced,No,2,40,36-45,1,1395,26,Very-far,Bachelor's Degree,2,54,3,2,2,Satisfied,5605,8504,1,11,3,High,1,1,20,11.- 20,3,20,7,2,13
No,Travel_Rarely,Sales,Marketing,STAFF-152,Male,Sales Executive,Married,No,3,35,26-35,1,662,17,Very-far,Doctoral Degree,3,94,3,3,2,Satisfied,7295,11439,1,13,3,High,1,2,10,0-10,3,10,8,0,6
No,Travel_Rarely,Sales,Marketing,STAFF-153,Male,Sales Representative,Married,Yes,3,53,46-55,1,1436,28,Very-far,Associates Degree,2,34,3,2,3,Unsatisfied,2306,16047,2,20,4,Low,4,1,13,11.- 20,1,7,7,4,5
No,Travel_Rarely,R&D,Life Sciences,STAFF-154,Male,Laboratory Technician,Divorced,No,2,45,36-45,1,194,19,Very-far,Bachelor's Degree,2,60,3,2,2,Satisfied,2348,10901,8,18,3,High,3,1,20,11.- 20,1,17,9,0,15
No,Travel_Frequently,Sales,Marketing,STAFF-155,Female,Sales Executive,Single,No,2,32,26-35,1,967,8,Near-by,Bachelor's Degree,2,43,3,3,4,utterly unsatisfied,8998,15589,1,14,3,High,4,0,9,0-10,3,9,8,3,7
No,Non-Travel,R&D,Technical Degree,STAFF-156,Male,Manufacturing Director,Married,No,1,29,26-35,1,1496,17,Very-far,High School,4,41,3,2,3,Unsatisfied,4319,26283,1,13,3,High,1,1,10,0-10,3,10,7,0,9
No,Travel_Rarely,R&D,Medical,STAFF-157,Male,Manufacturing Director,Married,No,2,51,46-55,1,1169,19,Very-far,Master's Degree,2,34,2,2,3,Unsatisfied,6132,13983,2,17,3,High,3,0,10,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Medical,STAFF-158,Female,Research Scientist,Married,Yes,3,58,55 Plus,1,1145,19,Very-far,Bachelor's Degree,2,75,2,1,2,Satisfied,3346,11873,4,20,4,Low,2,1,9,0-10,2,1,0,0,0
No,Travel_Rarely,Sales,Marketing,STAFF-159,Male,Sales Executive,Married,No,2,40,36-45,1,630,4,Near-by,Master's Degree,3,67,2,3,4,utterly unsatisfied,10855,8552,7,11,3,High,1,1,15,11.- 20,2,12,11,2,11
No,Travel_Frequently,Sales,Marketing,STAFF-160,Female,Sales Representative,Married,No,3,34,26-35,1,303,24,Very-far,Master's Degree,3,75,3,1,3,Unsatisfied,2231,11314,6,18,3,High,4,1,6,0-10,3,4,3,1,2
No,Travel_Rarely,R&D,Medical,STAFF-161,Male,Research Scientist,Married,No,6,22,18-25,1,1256,19,Very-far,High School,3,80,3,1,4,utterly unsatisfied,2323,11992,1,24,4,Low,1,2,2,0-10,3,2,2,2,2
No,Non-Travel,R&D,Medical,STAFF-162,Male,Research Scientist,Divorced,No,1,27,26-35,1,691,19,Very-far,Bachelor's Degree,4,57,3,1,2,Satisfied,2024,5970,6,18,3,High,4,1,6,0-10,1,2,2,2,2
No,Travel_Rarely,R&D,Medical,STAFF-163,Male,Research Scientist,Married,No,2,28,26-35,1,440,21,Very-far,Bachelor's Degree,3,42,3,1,4,utterly unsatisfied,2713,6672,1,11,3,High,3,1,5,0-10,1,5,2,0,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-164,Male,Healthcare Representative,Divorced,Yes,2,57,55 Plus,1,334,24,Very-far,Associates Degree,3,83,4,3,4,utterly unsatisfied,9439,23402,3,16,3,High,2,1,12,11.- 20,1,5,3,1,4
No,Non-Travel,R&D,Medical,STAFF-165,Male,Research Scientist,Divorced,Yes,2,27,26-35,1,1450,33,Very-far,Bachelor's Degree,3,79,2,1,3,Unsatisfied,2566,25326,1,15,3,High,4,1,1,0-10,2,1,1,0,1
No,Travel_Rarely,R&D,Life Sciences,STAFF-166,Female,Manager,Single,No,5,50,46-55,1,1452,21,Very-far,Bachelor's Degree,3,53,3,5,2,Satisfied,19926,17053,3,15,3,High,2,0,21,21-30,3,5,4,4,4
No,Travel_Rarely,R&D,Life Sciences,STAFF-167,Male,Research Scientist,Divorced,No,2,41,36-45,1,465,14,Far,Bachelor's Degree,1,56,3,1,3,Unsatisfied,2451,4609,4,12,3,High,1,1,13,11.- 20,3,9,8,1,8
No,Travel_Rarely,Sales,Life Sciences,STAFF-168,Female,Sales Executive,Married,No,2,30,26-35,1,1339,33,Very-far,Bachelor's Degree,2,41,3,3,4,utterly unsatisfied,9419,8053,2,12,3,High,3,1,12,11.- 20,3,10,9,7,4
No,Travel_Rarely,Sales,Life Sciences,STAFF-169,Female,Sales Executive,Single,No,2,38,36-45,1,702,17,Very-far,Master's Degree,1,59,2,2,4,utterly unsatisfied,8686,12930,4,22,4,Low,3,0,12,11.- 20,4,8,3,0,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-170,Male,Research Scientist,Single,No,2,32,26-35,1,120,28,Very-far,Doctoral Degree,3,43,3,1,3,Unsatisfied,3038,12430,3,20,4,Low,1,0,8,0-10,3,5,4,1,4
No,Travel_Rarely,R&D,Technical Degree,STAFF-171,Male,Research Scientist,Married,Yes,3,27,26-35,1,1157,17,Very-far,Bachelor's Degree,3,51,3,1,2,Satisfied,3058,13364,0,16,3,High,4,1,6,0-10,2,5,2,1,1
Yes,Travel_Frequently,Sales,Technical Degree,STAFF-172,Female,Sales Representative,Single,No,5,19,18-25,0,602,17,Very-far,High School,3,100,1,1,1,Very Satisfied,2325,20989,0,21,4,Low,1,0,1,0-10,4,0,0,0,0
No,Travel_Frequently,R&D,Medical,STAFF-173,Male,Laboratory Technician,Single,No,3,36,36-45,1,1480,33,Very-far,Associates Degree,4,30,3,1,2,Satisfied,2088,15062,4,12,3,High,3,0,13,11.- 20,2,8,7,7,2
No,Non-Travel,R&D,Medical,STAFF-174,Male,Laboratory Technician,Divorced,No,4,30,26-35,1,111,19,Very-far,Bachelor's Degree,3,66,3,2,1,Very Satisfied,3072,11012,1,11,3,High,3,2,12,11.- 20,3,12,9,6,10
No,Travel_Rarely,Sales,Life Sciences,STAFF-175,Female,Sales Executive,Divorced,Yes,3,45,36-45,1,1268,4,Near-by,Associates Degree,3,30,3,2,1,Very Satisfied,5006,6319,4,11,3,High,1,1,9,0-10,4,5,4,0,3
No,Travel_Rarely,R&D,Life Sciences,STAFF-176,Female,Research Scientist,Divorced,Yes,3,56,55 Plus,1,713,8,Near-by,Bachelor's Degree,3,67,3,1,1,Very Satisfied,4257,13939,4,18,3,High,3,1,19,11.- 20,3,2,2,2,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-177,Male,Research Scientist,Single,No,2,33,26-35,1,134,24,Very-far,Bachelor's Degree,3,90,3,1,4,utterly unsatisfied,2500,10515,0,14,3,High,1,0,4,0-10,4,3,1,0,2
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-178,Male,Laboratory Technician,Single,No,3,19,18-25,0,303,24,Very-far,Bachelor's Degree,2,47,2,1,4,utterly unsatisfied,1102,9241,1,22,4,Low,3,0,1,0-10,2,1,0,1,0
No,Travel_Rarely,Sales,Marketing,STAFF-179,Female,Sales Executive,Divorced,No,2,46,46-55,1,526,17,Very-far,Associates Degree,2,92,3,3,1,Very Satisfied,10453,2137,1,25,4,Low,3,3,24,21-30,3,24,13,15,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-180,Female,Laboratory Technician,Single,No,3,38,36-45,1,1380,19,Very-far,Associates Degree,3,75,3,1,4,utterly unsatisfied,2288,6319,1,12,3,High,3,0,2,0-10,3,2,2,2,1
No,Travel_Rarely,R&D,Medical,STAFF-181,Female,Research Scientist,Married,Yes,0,31,26-35,1,140,27,Very-far,High School,3,95,3,1,4,utterly unsatisfied,3929,6984,8,23,4,Low,3,1,7,0-10,3,4,2,0,2
No,Travel_Rarely,R&D,Medical,STAFF-182,Female,Research Scientist,Single,No,3,34,26-35,1,629,27,Very-far,Associates Degree,4,95,3,1,2,Satisfied,2311,5711,2,15,3,High,4,0,9,0-10,3,3,2,1,2
Yes,Travel_Rarely,Sales,Marketing,STAFF-183,Female,Sales Representative,Single,Yes,5,41,36-45,0,1356,20,Very-far,Associates Degree,2,70,3,1,2,Satisfied,3140,21728,1,22,4,Low,4,0,4,0-10,2,4,3,0,2
No,Travel_Rarely,R&D,Medical,STAFF-184,Male,Laboratory Technician,Married,No,2,50,46-55,1,328,17,Very-far,Bachelor's Degree,3,86,2,1,3,Unsatisfied,3690,3425,2,15,3,High,4,1,5,0-10,2,3,2,0,2
No,Travel_Rarely,R&D,Medical,STAFF-185,Female,Manufacturing Director,Divorced,No,3,53,46-55,1,1084,13,Far,Associates Degree,4,57,4,2,1,Very Satisfied,4450,26250,1,11,3,High,3,2,5,0-10,3,4,2,1,3
No,Travel_Rarely,R&D,Medical,STAFF-186,Female,Research Scientist,Married,No,5,33,26-35,1,931,14,Far,Bachelor's Degree,4,72,3,1,2,Satisfied,2756,4673,1,13,3,High,4,1,8,0-10,3,8,7,1,6
No,Travel_Rarely,R&D,Medical,STAFF-187,Female,Manager,Married,No,2,40,36-45,1,989,4,Near-by,High School,4,46,3,5,3,Unsatisfied,19033,6499,1,14,3,High,2,1,21,21-30,3,20,8,9,9
No,Travel_Rarely,R&D,Medical,STAFF-188,Male,Research Director,Single,No,3,55,46-55,1,692,14,Far,Master's Degree,3,61,4,5,2,Satisfied,18722,13339,8,11,3,High,4,0,36,30 Plus,3,24,15,2,15
No,Travel_Frequently,R&D,Life Sciences,STAFF-189,Male,Manufacturing Director,Married,No,2,34,26-35,1,1069,24,Very-far,High School,4,45,2,2,3,Unsatisfied,9547,14074,1,17,3,High,3,0,10,0-10,2,10,9,1,9
No,Travel_Rarely,R&D,Medical,STAFF-190,Female,Healthcare Representative,Single,No,6,51,46-55,1,313,33,Very-far,Bachelor's Degree,4,98,3,4,2,Satisfied,13734,7192,3,18,3,High,3,0,21,21-30,3,7,7,1,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-191,Male,Manager,Married,No,5,52,46-55,1,699,17,Very-far,Master's Degree,3,65,2,5,3,Unsatisfied,19999,5678,0,14,3,High,1,1,34,30 Plus,3,33,18,11,9
No,Travel_Rarely,R&D,Medical,STAFF-192,Female,Research Scientist,Single,No,2,27,26-35,1,894,19,Very-far,Bachelor's Degree,4,99,3,1,2,Satisfied,2279,11781,1,16,3,High,4,0,7,0-10,2,7,7,0,3
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-193,Male,Manufacturing Director,Married,Yes,1,35,26-35,0,556,23,Very-far,Associates Degree,2,50,2,2,3,Unsatisfied,5916,15497,3,13,3,High,1,0,8,0-10,3,1,0,0,1
No,Non-Travel,R&D,Medical,STAFF-194,Male,Research Scientist,Divorced,No,3,43,36-45,1,1344,19,Very-far,Bachelor's Degree,4,37,4,1,4,utterly unsatisfied,2089,5228,4,14,3,High,4,3,7,0-10,4,5,4,2,2
No,Non-Travel,R&D,Medical,STAFF-195,Male,Manager,Married,No,1,45,36-45,1,1195,24,Very-far,Associates Degree,1,65,2,4,4,utterly unsatisfied,16792,20462,9,23,4,Low,4,1,22,21-30,3,20,8,11,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-196,Male,Research Scientist,Married,Yes,3,37,36-45,1,290,21,Very-far,Bachelor's Degree,2,65,4,1,1,Very Satisfied,3564,22977,1,12,3,High,1,1,8,0-10,2,8,7,1,7
No,Travel_Frequently,R&D,Medical,STAFF-197,Female,Laboratory Technician,Single,No,5,35,26-35,1,138,24,Very-far,Bachelor's Degree,2,37,3,2,2,Satisfied,4425,15986,5,11,3,High,4,0,10,0-10,3,6,2,1,2
No,Non-Travel,R&D,Medical,STAFF-198,Female,Manufacturing Director,Divorced,No,5,42,36-45,1,926,21,Very-far,Associates Degree,3,36,3,2,3,Unsatisfied,5265,16439,2,16,3,High,2,1,11,11.- 20,3,5,3,0,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-199,Male,Manufacturing Director,Married,No,3,38,36-45,1,1261,24,Very-far,Master's Degree,4,88,3,2,3,Unsatisfied,6553,7259,9,14,3,High,2,0,14,11.- 20,3,1,0,0,0
No,Travel_Rarely,R&D,Technical Degree,STAFF-200,Male,Manufacturing Director,Married,No,3,38,36-45,1,1084,29,Very-far,Bachelor's Degree,4,54,3,2,4,utterly unsatisfied,6261,4185,3,18,3,High,1,1,9,0-10,1,7,7,1,7
No,Travel_Frequently,R&D,Technical Degree,STAFF-201,Male,Manufacturing Director,Married,No,1,27,26-35,1,472,17,Very-far,High School,3,60,2,2,1,Very Satisfied,4298,9679,5,19,3,High,3,1,6,0-10,3,2,2,2,0
No,Non-Travel,R&D,Life Sciences,STAFF-202,Male,Manufacturing Director,Divorced,Yes,0,49,46-55,1,1002,18,Very-far,Master's Degree,4,92,3,2,4,utterly unsatisfied,6804,23793,1,15,3,High,1,2,7,0-10,3,7,7,1,7
No,Travel_Frequently,R&D,Medical,STAFF-203,Male,Research Scientist,Divorced,Yes,4,34,26-35,1,878,10,Near-by,Master's Degree,4,43,3,1,3,Unsatisfied,3815,5972,1,17,3,High,4,1,5,0-10,4,5,3,2,0
No,Travel_Rarely,R&D,Medical,STAFF-204,Male,Laboratory Technician,Married,Yes,2,40,36-45,1,905,19,Very-far,Associates Degree,3,99,3,2,4,utterly unsatisfied,2741,16523,8,15,3,High,3,1,15,11.- 20,4,7,2,3,7
Yes,Travel_Rarely,R&D,Medical,STAFF-205,Male,Healthcare Representative,Married,Yes,2,38,36-45,0,1180,29,Very-far,High School,2,70,3,2,1,Very Satisfied,6673,11354,7,19,3,High,2,0,17,11.- 20,3,1,0,0,0
Yes,Travel_Rarely,Sales,Marketing,STAFF-206,Female,Sales Executive,Married,No,3,29,26-35,0,121,27,Very-far,Bachelor's Degree,2,35,3,3,4,utterly unsatisfied,7639,24525,1,22,4,Low,4,3,10,0-10,2,10,4,1,9
No,Travel_Rarely,R&D,Life Sciences,STAFF-207,Male,Research Scientist,Divorced,Yes,2,22,18-25,1,1136,33,Very-far,Bachelor's Degree,4,60,4,1,2,Satisfied,2328,12392,1,16,3,High,1,1,4,0-10,2,4,2,2,2
No,Travel_Frequently,R&D,Medical,STAFF-208,Female,Laboratory Technician,Single,No,2,36,36-45,1,635,18,Very-far,High School,2,73,3,1,4,utterly unsatisfied,2153,7703,1,13,3,High,1,0,8,0-10,3,8,1,1,7
No,Non-Travel,R&D,Life Sciences,STAFF-209,Male,Healthcare Representative,Married,No,5,40,36-45,1,1151,19,Very-far,Doctoral Degree,4,63,2,2,4,utterly unsatisfied,4876,14242,9,14,3,High,4,1,5,0-10,1,3,2,0,2
No,Travel_Rarely,R&D,Medical,STAFF-210,Male,Healthcare Representative,Divorced,No,3,46,46-55,1,644,17,Very-far,Master's Degree,4,97,3,3,1,Very Satisfied,9396,12368,7,16,3,High,3,1,17,11.- 20,3,4,2,0,3
Yes,Travel_Rarely,Sales,Medical,STAFF-211,Male,Sales Executive,Married,No,2,32,26-35,0,1045,4,Near-by,Master's Degree,4,32,1,3,4,utterly unsatisfied,10400,25812,1,11,3,High,3,0,14,11.- 20,2,14,8,9,8
No,Non-Travel,R&D,Life Sciences,STAFF-212,Male,Manufacturing Director,Single,No,2,30,26-35,1,829,17,Very-far,High School,3,88,2,3,3,Unsatisfied,8474,20925,1,22,4,Low,3,0,12,11.- 20,3,11,8,5,8
No,Travel_Frequently,Sales,Life Sciences,STAFF-213,Female,Sales Executive,Single,No,2,27,26-35,1,1242,20,Very-far,Bachelor's Degree,4,90,3,2,3,Unsatisfied,9981,12916,1,14,3,High,4,0,7,0-10,3,7,7,0,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-214,Male,Research Director,Married,No,5,51,46-55,1,1469,8,Near-by,Master's Degree,2,81,2,3,2,Satisfied,12490,15736,5,16,3,High,4,2,16,11.- 20,1,10,9,4,7
Yes,Travel_Rarely,R&D,Technical Degree,STAFF-215,Female,Research Scientist,Single,Yes,5,30,26-35,0,1005,33,Very-far,Bachelor's Degree,4,88,3,1,1,Very Satisfied,2657,8556,5,11,3,High,3,0,8,0-10,3,5,2,0,4
No,Travel_Rarely,Sales,Life Sciences,STAFF-216,Female,Manager,Single,Yes,3,41,36-45,1,896,28,Very-far,Bachelor's Degree,4,75,3,3,4,utterly unsatisfied,13591,14674,3,18,3,High,3,0,16,11.- 20,3,1,0,0,0
Yes,Travel_Frequently,Sales,Marketing,STAFF-217,Female,Sales Executive,Single,No,5,30,26-35,0,334,26,Very-far,Master's Degree,3,52,2,2,1,Very Satisfied,6696,22967,5,15,3,High,3,0,9,0-10,2,6,3,0,1
